Skewness,Kurtosis,Contrast1,Contrast2,Contrast3,Contrast4,Contrast5,Contrast6,Contrast7,Contrast8,Contrast9,Contrast10,Contrast11,Contrast12,Dissimilarity1,Dissimilarity2,Dissimilarity3,Dissimilarity4,Dissimilarity5,Dissimilarity6,Dissimilarity7,Dissimilarity8,Dissimilarity9,Dissimilarity10,Dissimilarity11,Dissimilarity12,Homogeneity1,Homogeneity2,Homogeneity3,Homogeneity4,Homogeneity5,Homogeneity6,Homogeneity7,Homogeneity8,Homogeneity9,Homogeneity10,Homogeneity11,Homogeneity12,Energy1,Energy2,Energy3,Energy4,Energy5,Energy6,Energy7,Energy8,Energy9,Energy10,Energy11,Energy12,Correlation1,Correlation2,Correlation3,Correlation4,Correlation5,Correlation6,Correlation7,Correlation8,Correlation9,Correlation10,Correlation11,Correlation12,Class
"1,37","-0,12","3878,8594","2960,2953","4028,6866","2892,6314","3790,1639","2960,2953","3976,2881","2892,6314","4696,25","4840,6141","4885,4762","4595,9621","15,2112","11,609","15,7988","11,3437","14,8634","11,609","15,5933","11,3437","18,4167","18,9828","19,1587","18,0234","0,9403","0,9545","0,938","0,9555","0,9417","0,9545","0,9389","0,9555","0,9278","0,9256","0,9249","0,9293","0,7835","0,7989","0,783","0,7995","0,7902","0,7989","0,7899","0,7995","0,7877","0,7958","0,7877","0,7978","0,8193","0,857","0,8115","0,8603","0,8183","0,857","0,8081","0,8603","0,7689","0,7501","0,7577","0,7627",c
"1,39","-0,08","4903,5246","3432,8286","4604,0118","3559,3012","4786,5625","3432,8286","4556,8131","3559,3012","6043,2839","5586,9181","5538,3489","5381,3793","19,2295","13,4621","18,0549","13,958","18,7708","13,4621","17,8699","13,958","23,6992","21,9095","21,719","21,1034","0,9246","0,9472","0,9292","0,9453","0,9264","0,9472","0,9299","0,9453","0,9071","0,9141","0,9148","0,9172","0,776","0,7941","0,7777","0,7931","0,7827","0,7941","0,7831","0,7931","0,7775","0,7874","0,7793","0,7894","0,7702","0,8347","0,785","0,8285","0,7694","0,8347","0,7821","0,8285","0,7014","0,715","0,7294","0,725",c
"1,25","-0,43","4848,1817","2976,7089","4836,4071","3439,3056","4396,8517","2976,7089","4515,625","3439,3056","5675,8065","4897,7163","5531,0028","5648,0048","19,0125","11,6734","18,9663","13,4875","17,2426","11,6734","17,7083","13,4875","22,2581","19,2067","21,6902","22,149","0,9254","0,9542","0,9256","0,9471","0,9324","0,9542","0,9306","0,9471","0,9127","0,9247","0,9149","0,9131","0,7624","0,7855","0,7629","0,7815","0,7722","0,7855","0,7716","0,7815","0,7664","0,7814","0,768","0,7757","0,7869","0,8651","0,787","0,844","0,8015","0,8651","0,7957","0,844","0,7378","0,7645","0,744","0,7277",c
"1,33","-0,24","5601,9928","3387,2744","5507,9386","3947,3749","5084,2593","3387,2744","5081,741","3947,3749","6540,8144","5418,75","6212,234","6363,5577","21,9686","13,2834","21,5998","15,4799","19,9383","13,2834","19,9284","15,4799","25,6503","21,25","24,3617","24,9551","0,9138","0,9479","0,9153","0,9393","0,9218","0,9479","0,9219","0,9393","0,8994","0,9167","0,9045","0,9021","0,7646","0,7908","0,7654","0,7861","0,7753","0,7908","0,7754","0,7861","0,769","0,7868","0,7717","0,7799","0,7441","0,8399","0,7484","0,8133","0,7608","0,8399","0,7608","0,8133","0,6838","0,7264","0,6996","0,6775",c
"1,36","-0,16","4140,9135","2867,1283","3992,9216","2977,4025","3992,7632","2867,1283","3894,1525","2977,4025","5131,5812","4582,1711","4856,794","4810,3289","16,2389","11,2436","15,6585","11,6761","15,6579","11,2436","15,2712","11,6761","20,1238","17,9693","19,0463","18,864","0,9363","0,9559","0,9386","0,9542","0,9386","0,9559","0,9401","0,9542","0,9211","0,9295","0,9253","0,926","0,7805","0,7981","0,781","0,7972","0,7883","0,7981","0,7878","0,7972","0,7845","0,7966","0,785","0,7947","0,8078","0,8626","0,8152","0,8573","0,8087","0,8626","0,8146","0,8573","0,7469","0,7651","0,7627","0,7534",c
"0,48","-1,77","7750,7277","6705,9922","7970,5159","6983,4815","9123,8782","6705,9922","9342,1408","6983,4815","12195,1648","11472,1284","12738,8158","12350,8446","30,395","26,298","31,2569","27,3862","35,7799","26,298","36,6358","27,3862","47,8242","44,9887","49,9561","48,4347","0,8808","0,8969","0,8774","0,8926","0,8597","0,8969","0,8563","0,8926","0,8125","0,8236","0,8041","0,8101","0,6529","0,6665","0,6515","0,664","0,6434","0,6665","0,6427","0,664","0,6201","0,6321","0,6176","0,6253","0,7457","0,7774","0,7381","0,7682","0,6986","0,7774","0,6903","0,7682","0,595","0,6124","0,5751","0,5827",c
"0,9","-1,2","4898,5828","3778,9747","4752,3311","3912,1544","5343,8364","3778,9747","5063,4221","3912,1544",7225,"6447,4815","6688,7695","6688,1875","19,2101","14,8195","18,6366","15,3418","20,9562","14,8195","19,8566","15,3418","28,3333","25,2842","26,2305","26,2282","0,9247","0,9419","0,9269","0,9398","0,9178","0,9419","0,9221","0,9398","0,8889","0,9008","0,8971","0,8971","0,7221","0,7377","0,7235","0,7364","0,7224","0,7377","0,7249","0,7364","0,7097","0,7231","0,7143","0,721","0,8158","0,8551","0,8213","0,85","0,7959","0,8551","0,8066","0,85","0,7205","0,7444","0,7412","0,7348",c
"1,47","0,17","4149,7436","2935,1562","3879,3324","2935,1562","4001,5385","2935,1562","3753,2468","2935,1562","5098,1139","4712,8032","4614,6774","4595,9569","16,2735","11,5104","15,2131","11,5104","15,6923","11,5104","14,7186","11,5104","19,9926","18,4816","18,0968","18,0234","0,9362","0,9549","0,9403","0,9549","0,9385","0,9549","0,9423","0,9549","0,9216","0,9275","0,929","0,9293","0,7926","0,8098","0,7938","0,8098","0,8005","0,8098","0,801","0,8098","0,797","0,8082","0,799","0,8092","0,7955","0,8501","0,8099","0,8501","0,7958","0,8501","0,8102","0,8501","0,732","0,7408","0,76","0,7472",c
"1,34","-0,2","4178,7739","3013,1912","4161,3379","3163,0184","4064,0625","3013,1912","4045,3341","3163,0184","5113,9453","4831,3128","5126,8735","4917,2792","16,3873","11,8164","16,319","12,404","15,9375","11,8164","15,8641","12,404","20,0547","18,9463","20,1054","19,2834","0,9357","0,9537","0,936","0,9514","0,9375","0,9537","0,9378","0,9514","0,9214","0,9257","0,9212","0,9244","0,7782","0,7954","0,7785","0,7942","0,7852","0,7954","0,7857","0,7942","0,7815","0,7925","0,782","0,7921","0,8077","0,8566","0,8084","0,8494","0,8077","0,8566","0,8082","0,8494","0,7518","0,7549","0,7504","0,7501",c
"1,32","-0,27","3837,2962","2728,3217","3806,5599","2698,007","3745,6098","2728,3217","3592,2902","2698,007","4621,5352","4501,7308","4710,6179","4376,6827","15,0482","10,6993","14,9277","10,5804","14,6887","10,6993","14,0874","10,5804","18,1237","17,6538","18,473","17,1635","0,941","0,958","0,9415","0,9585","0,9424","0,958","0,9448","0,9585","0,9289","0,9308","0,9276","0,9327","0,7782","0,7943","0,7783","0,7946","0,7847","0,7943","0,786","0,7946","0,7822","0,7911","0,7815","0,7921","0,8259","0,8724","0,8274","0,8738","0,8254","0,8724","0,8326","0,8738","0,7794","0,7765","0,775","0,7827",c
"0,85","-1,27","5326,9068","4256,1063","5055,2351","4048,4914","5864,103","4256,1063","5517,2727","4048,4914","7884,3872","7232,1748","7304,7565","7103,0288","20,8898","16,6906","19,8245","15,8764","22,9965","16,6906","21,6364","15,8764","30,9192","28,3615","28,6461","27,855","0,9181","0,9345","0,9223","0,9377","0,9098","0,9345","0,9152","0,9377","0,8788","0,8888","0,8877","0,8908","0,7136","0,7282","0,7154","0,7301","0,7135","0,7282","0,7155","0,7301","0,7002","0,7115","0,7035","0,7126","0,8029","0,8398","0,8133","0,8476","0,7794","0,8398","0,7933","0,8476","0,6993","0,7184","0,7229","0,7234",c
"0,74","-1,45","4901,1381","4187,2159","4780,775","3990,1705","5609,2904","4187,2159","5608,7137","3990,1705","7663,7802","7341,8057","7461,8852","6765,3129","19,2201","16,4205","18,7481","15,6477","21,9972","16,4205","21,995","15,6477","30,054","28,7914","29,2623","26,5306","0,9246","0,9356","0,9265","0,9386","0,9137","0,9356","0,9137","0,9386","0,8821","0,8871","0,8852","0,896","0,7046","0,7151","0,7053","0,717","0,7016","0,7151","0,7009","0,717","0,6864","0,6939","0,6872","0,6989","0,8262","0,8497","0,8308","0,8567","0,7989","0,8497","0,7993","0,8567","0,7226","0,7301","0,7307","0,7513",c
"1,22","-0,5","4497,1939","3539,6673","4471,1587","3652,0377","4897,987","3539,6673","4824,9784","3652,0377","6383,9947","6027,6528","6160,2632","6066,4158","17,6361","13,881","17,534","14,3217","19,2078","13,881","18,9215","14,3217","25,0353","23,6379","24,1579","23,7899","0,9308","0,9456","0,9312","0,9438","0,9247","0,9456","0,9258","0,9438","0,9018","0,9073","0,9053","0,9067","0,7624","0,7773","0,7628","0,7763","0,7645","0,7773","0,7656","0,7763","0,757","0,7681","0,7595","0,7678","0,8048","0,8419","0,8058","0,8369","0,7822","0,8419","0,785","0,8369","0,7099","0,7155","0,7193","0,7137",c
"0,46","-1,79","5320,2273","4712,8592","5326,9068","4567,5287","6263,9713","4712,8592","6279,9968","4567,5287","8550,3653","8329,9156","8435,4465","8093,148","20,8636","18,4818","20,8898","17,9119","24,5646","18,4818","24,6274","17,9119","33,5308","32,6663","33,0802","31,7378","0,9182","0,9275","0,9181","0,9298","0,9037","0,9275","0,9034","0,9298","0,8685","0,8719","0,8703","0,8755","0,673","0,6811","0,6728","0,6824","0,6658","0,6811","0,6656","0,6824","0,6466","0,6515","0,6472","0,6535","0,8267","0,8454","0,8265","0,8502","0,7949","0,8454","0,7944","0,8502","0,7188","0,7238","0,7229","0,7317",c
"0,82","-1,32","5294,9851","4644,6429","5332,7381","4206,469","5989,1447","4644,6429","6393,0303","4206,469","7985,5263","8389,5892","8317,6698","7207,3164","20,7646","18,2143","20,9127","16,496","23,4868","18,2143","25,0707","16,496","31,3158","32,9003","32,6183","28,264","0,9186","0,9286","0,918","0,9353","0,9079","0,9286","0,9017","0,9353","0,8772","0,871","0,8721","0,8892","0,7101","0,7202","0,709","0,7242","0,7082","0,7202","0,7033","0,7242","0,6947","0,6963","0,69","0,7061","0,8066","0,8279","0,8057","0,8441","0,778","0,8279","0,7641","0,8441","0,7002","0,6797","0,6898","0,7248",c
"0,75","-1,43","4696,25","3971,1259","4821,7691","4006,1138","5418,75","3971,1259","5588,0859","4006,1138","7124,3238","7034,1282","7486,4309","6925,6326","18,4167","15,573","18,9089","15,7103","21,25","15,573","21,9141","15,7103","27,9385","27,5848","29,3586","27,1593","0,9278","0,9389","0,9258","0,9384","0,9167","0,9389","0,9141","0,9384","0,8904","0,8918","0,8849","0,8935","0,7072","0,7178","0,7062","0,7175","0,7037","0,7178","0,7025","0,7175","0,6912","0,697","0,6885","0,698","0,8332","0,8571","0,8286","0,8559","0,8055","0,8571","0,7992","0,8559","0,742","0,741","0,7285","0,745",c
"1,24","-0,45","4231,3265","3238,3701","4345,8647","3275,1698","4190,4183","3238,3701","4331,3138","3275,1698","5306,6379","5234,7409","5442,2078","5158,5992","16,5934","12,6995","17,0426","12,8438","16,433","12,6995","16,9855","12,8438","20,8103","20,5284","21,342","20,2298","0,9349","0,9502","0,9332","0,9496","0,9356","0,9502","0,9334","0,9496","0,9184","0,9195","0,9163","0,9207","0,7676","0,7839","0,767","0,7835","0,7743","0,7839","0,7735","0,7835","0,7704","0,7802","0,7697","0,7808","0,814","0,8528","0,8087","0,8511","0,8106","0,8528","0,8038","0,8511","0,7538","0,7463","0,7471","0,75",c
"0,8","-1,36","5347,3164","4131,5374","5157,1552","4339,1523","6051,2552","4131,5374","5703,9474","4339,1523","8181,1115","7146,0775","7494,7646","7619,6127","20,9699","16,2021","20,2241","17,0163","23,7304","16,2021","22,3684","17,0163","32,0828","28,0238","29,3912","29,8808","0,9178","0,9365","0,9207","0,9333","0,9069","0,9365","0,9123","0,9333","0,8742","0,8901","0,8847","0,8828","0,7068","0,7227","0,7088","0,7208","0,7041","0,7227","0,708","0,7208","0,6889","0,7041","0,6959","0,7001","0,8065","0,8481","0,8132","0,8404","0,7783","0,8481","0,7905","0,8404","0,6971","0,7296","0,7214","0,7117",c
"1,41","-0,01","4267,3977","3375,9673","4412,4107","3289,9554","4240,2929","3375,9673","4406,6529","3289,9554","5265,1822","5353,6878","5429,697","5130,6175","16,7349","13,2391","17,3036","12,9018","16,6286","13,2391","17,281","12,9018","20,6478","20,9949","21,2929","20,1201","0,9344","0,9481","0,9321","0,9494","0,9348","0,9481","0,9322","0,9494","0,919","0,9177","0,9165","0,9211","0,785","0,8011","0,7847","0,8018","0,7918","0,8011","0,7919","0,8018","0,789","0,799","0,7895","0,8008","0,7965","0,832","0,7886","0,8363","0,7911","0,832","0,7812","0,8363","0,7329","0,7121","0,7217","0,7241",c
"0,88","-1,23","4628,5156","4080,4498","4679,2184","4080,4498","5259,0136","4080,4498","5379,1173","4080,4498","6908,6982","6954,274","7002,6923","6717,3888","18,151","16,0018","18,3499","16,0018","20,6236","16,0018","21,0946","16,0018","27,0929","27,2717","27,4615","26,3427","0,9288","0,9372","0,928","0,9372","0,9191","0,9372","0,9173","0,9372","0,8938","0,8931","0,8923","0,8967","0,7225","0,7327","0,7219","0,7327","0,721","0,7327","0,7198","0,7327","0,7102","0,7162","0,7092","0,7182","0,8272","0,8448","0,8254","0,8448","0,8007","0,8448","0,7963","0,8448","0,7348","0,7268","0,7314","0,7361",c
"1,25","-0,43","4675,3667","3403,3553","4746,0776","3346,3158","4416,2178","3403,3553","4541,4889","3346,3158","5717,5484","5569,6353","5644,2628","5215,3829","18,3348","13,3465","18,6121","13,1228","17,3185","13,3465","17,8098","13,1228","22,4218","21,8417","22,1344","20,4525","0,9281","0,9477","0,927","0,9485","0,9321","0,9477","0,9302","0,9485","0,9121","0,9143","0,9132","0,9198","0,7646","0,7824","0,7637","0,7828","0,7728","0,7824","0,7709","0,7828","0,7673","0,7762","0,7664","0,7787","0,7938","0,8453","0,7909","0,8479","0,7999","0,8453","0,7951","0,8479","0,7344","0,7316","0,7396","0,7493",c
"1,3","-0,31","4666,5515","3546,8182","4597,7273","3524,5111","4577,6528","3546,8182","4615,9722","3524,5111","5805,8036","5511,3782","5680,0314","5465,0641","18,3002","13,9091","18,0303","13,8216","17,9516","13,9091","18,1019","13,8216","22,7679","21,6132","22,2746","21,4316","0,9282","0,9455","0,9293","0,9458","0,9296","0,9455","0,929","0,9458","0,9107","0,9152","0,9126","0,916","0,7701","0,7877","0,7711","0,788","0,7777","0,7877","0,7778","0,788","0,7734","0,7855","0,7746","0,7862","0,7892","0,8337","0,7918","0,8346","0,7865","0,8337","0,7843","0,8346","0,7215","0,7224","0,7272","0,7244",c
"0,25","-1,94","6633,5066","5330,6116","6124,6408","5647,9099","7778,4143","5330,6116","7288,3772","5647,9099","10632,2034","9236,0071","9267,7827","10223,2287","26,0138","20,9044","24,0182","22,1487","30,5036","20,9044","28,5819","22,1487","41,6949","36,2196","36,3442","40,0911","0,898","0,918","0,9058","0,9131","0,8804","0,918","0,8879","0,9131","0,8365","0,858","0,8575","0,8428","0,6459","0,6597","0,6509","0,6566","0,636","0,6597","0,641","0,6566","0,6118","0,6255","0,6237","0,6171","0,7923","0,8326","0,8082","0,8226","0,7559","0,8326","0,7711","0,8226","0,6656","0,7082","0,7084","0,6769",c
"0,55","-1,69","5095,0403","4374,2086","5026,9605","4374,2086","6061,6525","4374,2086","5906,3455","4374,2086","8069,7501","7662,3026","8053,2114","7548,2237","19,9806","17,1538","19,7136","17,1538","23,7712","17,1538","23,1621","17,1538","31,6461","30,0482","31,5812","29,6009","0,9216","0,9327","0,9227","0,9327","0,9068","0,9327","0,9092","0,9327","0,8759","0,8822","0,8762","0,8839","0,6837","0,6934","0,6841","0,6934","0,6771","0,6934","0,6781","0,6934","0,661","0,6683","0,6606","0,6693","0,8298","0,8526","0,8322","0,8526","0,796","0,8526","0,8015","0,8526","0,7269","0,7378","0,7279","0,7417",c
"0,59","-1,65","5026,9605","4434,3591","5160,7143","4360,7598","5807,7728","4434,3591","5971,6837","4360,7598","7698,3621","7766,452","8069,4805","7538,0269","19,7136","17,3896","20,2381","17,101","22,7756","17,3896","23,4184","17,101","30,1897","30,4567","31,645","29,5609","0,9227","0,9318","0,9206","0,9329","0,9107","0,9318","0,9082","0,9329","0,8816","0,8806","0,8759","0,8841","0,6878","0,6968","0,6865","0,6975","0,6834","0,6968","0,6815","0,6975","0,6686","0,6722","0,6648","0,6742","0,8303","0,8488","0,8258","0,8513","0,8023","0,8488","0,7969","0,8513","0,7361","0,7304","0,7238","0,7383",c
"0,52","-1,73",7225,"4984,2276","6610,1656","5904,3927","8044,8582","4984,2276","7222,1644","5904,3927","11020,7428","8354,2758","9601,5306","10562,5716","28,3333","19,546","25,9222","23,1545","31,5485","19,546","28,3222","23,1545","43,2186","32,7619","37,6531","41,4218","0,8889","0,9234","0,8983","0,9092","0,8763","0,9234","0,8889","0,9092","0,8305","0,8715","0,8523","0,8376","0,6608","0,6843","0,6659","0,6756","0,656","0,6843","0,6625","0,6756","0,6328","0,6585","0,6435","0,6404","0,7608","0,8337","0,7815","0,803","0,7318","0,8337","0,7598","0,803","0,6306","0,7173","0,6791","0,642",c
"0,47","-1,78","5346,8384","4472,619","5300,2148","4248,9881","6103,6158","4472,619","5923,8877","4248,9881","8090,9903","7839,2633","8145,6425","7483,7411","20,968","17,5397","20,7852","16,6627","23,9357","17,5397","23,2309","16,6627","31,7294","30,7422","31,9437","29,348","0,9178","0,9312","0,9185","0,9347","0,9061","0,9312","0,9089","0,9347","0,8756","0,8794","0,8747","0,8849","0,6735","0,6843","0,6739","0,6865","0,6683","0,6843","0,6701","0,6865","0,6517","0,6575","0,6515","0,6605","0,8254","0,8529","0,8269","0,8603","0,7996","0,8529","0,8054","0,8603","0,7332","0,7389","0,7311","0,7509",c
"1,27","-0,39","4706,4182","3353,4906",4335,"3312,5943","4509,9306","3353,4906","4183,9689","3312,5943","5768,8525","5319,8419","5107,3276","5023,1177","18,4565","13,1509",17,"12,9906","17,686","13,1509","16,4077","12,9906","22,623","20,8621","20,0287","19,6985","0,9276","0,9484","0,9333","0,9491","0,9306","0,9484","0,9357","0,9491","0,9113","0,9182","0,9215","0,9228","0,7675","0,7862","0,769","0,7866","0,7763","0,7862","0,7762","0,7866","0,7719","0,7831","0,7735","0,7855","0,7895","0,8451","0,8075","0,847","0,7916","0,8451","0,8093","0,847","0,7257","0,7375","0,7615","0,7521",c
"1,4","-0,05","4331,1329","2812,6361","4194,5378","3107,6679","4014,8608","2812,6361","3953,4256","3107,6679","5149,8998","4339,0742","4884,883","5133,5526","16,9848","11,0299","16,4492","12,1869","15,7446","11,0299","15,5036","12,1869","20,1957","17,016","19,1564","20,1316","0,9334","0,9567","0,9355","0,9522","0,9383","0,9567","0,9392","0,9522","0,9208","0,9333","0,9249","0,9211","0,7825","0,802","0,783","0,7996","0,7912","0,802","0,7908","0,7996","0,787","0,8011","0,7882","0,7949","0,7953","0,8628","0,8025","0,8484","0,8046","0,8628","0,8085","0,8484","0,7427","0,7745","0,7571","0,7327",c
"1,36","-0,15","4104,0369","3251,25","4104,0369","2962,25","4029,0567","3251,25","4029,0567","2962,25","5146,1278","5118,3137","5054,2326","4595,2743","16,0943","12,75","16,0943","11,6167","15,8002","12,75","15,8002","11,6167","20,1809","20,0718","19,8205","18,0207","0,9369","0,95","0,9369","0,9544","0,938","0,95","0,938","0,9544","0,9209","0,9213","0,9223","0,9293","0,7811","0,7959","0,7811","0,7984","0,7882","0,7959","0,7878","0,7984","0,7846","0,7935","0,7843","0,7978","0,8092","0,8433","0,8092","0,8572","0,8067","0,8433","0,8071","0,8572","0,746","0,7358","0,7518","0,7628",c
"1,25","-0,44","4608,8598","3302,21","4404,4027","3342,9781","4469,7034","3302,21","4277,9605","3342,9781","5739,3348","5260,307","5328,8983","5429,3129","18,074","12,9498","17,2722","13,1097","17,5282","12,9498","16,7763","13,1097","22,5072","20,6287","20,8976","21,2914","0,9291","0,9492","0,9323","0,9486","0,9313","0,9492","0,9342","0,9486","0,9117","0,9191","0,918","0,9165","0,766","0,7846","0,7668","0,7843","0,7742","0,7846","0,7741","0,7843","0,7695","0,7818","0,7705","0,7804","0,7959","0,8489","0,8058","0,8471","0,7958","0,8489","0,8061","0,8471","0,7304","0,7427","0,7524","0,7345",c
"0,69","-1,52","5450,4777","4755,4379","5157,8472","4469,7034","6441,348","4755,4379","5848,1604","4469,7034","8752,9665","8207,4496","7815,5048","7699,7723","21,3744","18,6488","20,2269","17,5282","25,2602","18,6488","22,934","17,5282","34,3254","32,1861","30,649","30,1952","0,9162","0,9269","0,9207","0,9313","0,9009","0,9269","0,9101","0,9313","0,8654","0,8738","0,8798","0,8816","0,6941","0,7047","0,697","0,7073","0,6883","0,7047","0,6939","0,7073","0,6708","0,6809","0,6791","0,6852","0,8101","0,8321","0,8202","0,8422","0,7733","0,8321","0,794","0,8422","0,6895","0,7038","0,7225","0,7221",c
"0,75","-1,44","4735,666","4233,5351","4593,0357","3988,6199","5658,156","4233,5351","5261,4315","3988,6199","7539,9054","7413,8626","7177,623","6690,559","18,5712","16,6021","18,0119","15,6416","22,1888","16,6021","20,6331","15,6416","29,5683","29,074","28,1475","26,2375","0,9272","0,9349","0,9294","0,9387","0,913","0,9349","0,9191","0,9387","0,884","0,886","0,8896","0,8971","0,7065","0,7151","0,7082","0,7174","0,7008","0,7151","0,7054","0,7174","0,6865","0,6932","0,6912","0,6994","0,8319","0,8478","0,8368","0,8566","0,7973","0,8478","0,811","0,8566","0,728","0,7275","0,7397","0,7541",c
"1,1","-0,79","5424,1311","3658,7517","5268,2292","4425,5559","5857,5152","3658,7517","5473,4848","4425,5559","7806,5789","6343,3479","7381,0957","7434,6766","21,2711","14,348","20,6597","17,3551","22,9706","14,348","21,4646","17,3551","30,614","24,8759","28,9455","29,1556","0,9166","0,9437","0,919","0,9319","0,9099","0,9437","0,9158","0,9319","0,8799","0,9024","0,8865","0,8857","0,7402","0,7613","0,7412","0,7546","0,7419","0,7613","0,7442","0,7546","0,7302","0,7487","0,7325","0,7403","0,7779","0,8468","0,7846","0,8146","0,755","0,8468","0,7719","0,8146","0,6676","0,7224","0,6872","0,6739",c
"0,5","-1,75","5399,328","4717,9645","5213,6289","4362,6366","6332,3189","4717,9645","6226,6364","4362,6366","8793,7035","8301,934","8215,7935","7606,6981","21,1738","18,5018","20,4456","17,1084","24,8326","18,5018","24,4182","17,1084","34,4851","32,5566","32,2188","29,8302","0,917","0,9274","0,9198","0,9329","0,9026","0,9274","0,9042","0,9329","0,8648","0,8723","0,8737","0,883","0,6761","0,6853","0,6778","0,6887","0,6697","0,6853","0,6705","0,6887","0,6495","0,6574","0,6543","0,6635","0,8221","0,8433","0,8283","0,8551","0,79","0,8433","0,7935","0,8551","0,7068","0,7203","0,7262","0,7437",c
"0,5","-1,75","5315,056","4625,2848","5134,4877","4661,4198","6274,6593","4625,2848","6087,0625","4661,4198","8592,7207","7959,9569","8008,7288","8258,9224","20,8434","18,1384","20,1352","18,2801","24,6065","18,1384","23,8708","18,2801","33,6969","31,2155","31,4068","32,3879","0,9183","0,9289","0,921","0,9283","0,9035","0,9289","0,9064","0,9283","0,8679","0,8776","0,8768","0,873","0,6765","0,6859","0,6781","0,6856","0,6699","0,6859","0,6714","0,6856","0,6512","0,6605","0,6559","0,6578","0,8251","0,8465","0,8311","0,8453","0,792","0,8465","0,7984","0,8453","0,7135","0,7318","0,7333","0,7217",c
"0,85","-1,27","4636,1827","4177,968","5057,8759","4143,5814","5160,7143","4177,968","6000,4561","4143,5814","7032,5666","7159,8566","8023,246","7408,5861","18,1811","16,3842","19,8348","16,2493","20,2381","16,3842","23,5312","16,2493","27,5787","28,0779","31,4637","29,0533","0,9287","0,9357","0,9222","0,9363","0,9206","0,9357","0,9077","0,9363","0,8918","0,8899","0,8766","0,8861","0,719","0,728","0,7155","0,7283","0,7179","0,728","0,7109","0,7283","0,7047","0,7096","0,6967","0,7075","0,829","0,8433","0,8131","0,8446","0,8071","0,8433","0,7754","0,8446","0,7343","0,7237","0,6964","0,7141",c
"1,15","-0,68","4843,8913","3538,125","4387,5","3729,375","5192,7684","3538,125","4681,3433","3729,375","6989,4022","6100,4264","5911,3636","6258,8791","18,9957","13,875","17,2059","14,625","20,3638","13,875","18,3582","14,625","27,4094","23,9232","23,1818","24,5446","0,9255","0,9456","0,9325","0,9426","0,9201","0,9456","0,928","0,9426","0,8925","0,9062","0,9091","0,9037","0,752","0,7694","0,755","0,7677","0,7552","0,7694","0,7576","0,7677","0,7455","0,7594","0,7515","0,7581","0,7962","0,8474","0,8162","0,8392","0,7758","0,8474","0,7996","0,8392","0,6914","0,7227","0,7421","0,7155",c
"0,56","-1,68","5539,1667","4439,0995","6090,6166","5197,5386","6043,1327","4439,0995","7100,9444","5197,5386","8042,9245","7757,6122","9676,3393","9424,9199","21,7222","17,4082","23,8848","20,3825","23,6986","17,4082","27,8468","20,3825","31,5409","30,422","37,9464","36,9605","0,9148","0,9317","0,9063","0,9201","0,9071","0,9317","0,8908","0,9201","0,8763","0,8807","0,8512","0,8551","0,6808","0,6948","0,6758","0,6876","0,6788","0,6948","0,6696","0,6876","0,6631","0,6706","0,6498","0,6563","0,8142","0,8495","0,7957","0,8238","0,7957","0,8495","0,7596","0,8238","0,7263","0,7321","0,6701","0,6745",c
"0,62","-1,62","5045,0431","4373,0263","5348,6195","4373,0263","5662,6096","4373,0263","6243,6183","4373,0263","7615,8888","7636,1077","8469,7243","7714,8305","19,7845","17,1491","20,975","17,1491","22,2063","17,1491","24,4848","17,1491","29,8662","29,9455","33,2146","30,2542","0,9224","0,9327","0,9177","0,9327","0,9129","0,9327","0,904","0,9327","0,8829","0,8826","0,8697","0,8814","0,6905","0,7004","0,6878","0,7004","0,6876","0,7004","0,6825","0,7004","0,6723","0,6769","0,6653","0,6762","0,8282","0,8495","0,8178","0,8495","0,8055","0,8495","0,7854","0,8495","0,7366","0,732","0,7067","0,7292",c
"0,74","-1,45","5571,6986","4597,0543","5395,1823","4419,3904","6203,4832","4597,0543","6148,6224","4419,3904","8276,3236","7793,7766","8232,1515","7793,7766","21,8498","18,0277","21,1576","17,3309","24,3274","18,0277","24,1122","17,3309","32,4562","30,5638","32,2829","30,5638","0,9143","0,9293","0,917","0,932","0,9046","0,9293","0,9054","0,932","0,8727","0,8801","0,8734","0,8801","0,6994","0,7126","0,7004","0,7143","0,6977","0,7126","0,6973","0,7143","0,683","0,6926","0,6824","0,6926","0,8019","0,8342","0,8086","0,8406","0,7765","0,8342","0,7792","0,8406","0,6987","0,7111","0,7012","0,7111",c
"0,49","-1,76","6055,4531","5243,2857","5626,1905",4913,"7008,4343","5243,2857","6621,7742",4913,"9567,4805","9160,8624","8506,9672","8347,5148","23,7469","20,5619","22,0635","19,2667","27,4841","20,5619","25,9677","19,2667","37,5195","35,925","33,3607","32,7354","0,9069","0,9194","0,9135","0,9244","0,8922","0,9194","0,8982","0,9244","0,8529","0,8591","0,8692","0,8716","0,6685","0,6789","0,6726","0,6822","0,6618","0,6789","0,6656","0,6822","0,6411","0,6483","0,6506","0,6558","0,8013","0,8266","0,8154","0,8374","0,7686","0,8266","0,7813","0,8374","0,6826","0,6928","0,7175","0,7197",c
