Skewness,Kurtosis,Contrast1,Contrast2,Contrast3,Contrast4,Contrast5,Contrast6,Contrast7,Contrast8,Contrast9,Contrast10,Contrast11,Contrast12,Dissimilarity1,Dissimilarity2,Dissimilarity3,Dissimilarity4,Dissimilarity5,Dissimilarity6,Dissimilarity7,Dissimilarity8,Dissimilarity9,Dissimilarity10,Dissimilarity11,Dissimilarity12,Homogeneity1,Homogeneity2,Homogeneity3,Homogeneity4,Homogeneity5,Homogeneity6,Homogeneity7,Homogeneity8,Homogeneity9,Homogeneity10,Homogeneity11,Homogeneity12,Energy1,Energy2,Energy3,Energy4,Energy5,Energy6,Energy7,Energy8,Energy9,Energy10,Energy11,Energy12,Correlation1,Correlation2,Correlation3,Correlation4,Correlation5,Correlation6,Correlation7,Correlation8,Correlation9,Correlation10,Correlation11,Correlation12,Class
"0,32","-1,9","6033,8887","5266,035","5098,7857","5392,4198","7768,2861","5266,035","6334,6935","5392,4198","10678,9727","9286,1643","8399,9508","9111,3659","23,6623","20,6511","19,9952","21,1467","30,4639","20,6511","24,8419","21,1467","41,8783","36,4163","32,941","35,7308","0,9072","0,919","0,9216","0,9171","0,8805","0,919","0,9026","0,9171","0,8358","0,8572","0,8708","0,8599","0,6567","0,6659","0,665","0,6647","0,6428","0,6659","0,6546","0,6647","0,6193","0,6332","0,6368","0,6347","0,8085","0,832","0,8385","0,828","0,7519","0,832","0,7985","0,828","0,6573","0,7004","0,732","0,706",o
"1,05","-0,89","5959,6197","3735,3741","5611,4167","4202,2959","5394,1193","3735,3741","5471,9151","4202,2959","7219,4101","6236,6745","6552,5192","7003,4788","23,3711","14,6485","22,0056","16,4796","21,1534","14,6485","21,4585","16,4796","28,3114","24,4575","25,6962","27,4646","0,9084","0,9426","0,9137","0,9354","0,917","0,9426","0,9159","0,9354","0,889","0,9041","0,8992","0,8923","0,7314","0,7572","0,7337","0,7531","0,7418","0,7572","0,7407","0,7531","0,7313","0,7475","0,7366","0,7417","0,76","0,8458","0,7746","0,8264","0,778","0,8458","0,7751","0,8264","0,697","0,7295","0,7253","0,6955",o
"1,02","-0,96","6465,9984","5359,0575","5470,6041","5067,2277","7447,4446","5359,0575","6122,4838","5067,2277","10090,0862","9316,9324","7657,9029","7989,8916","25,3569","21,0159","21,4533","19,8715","29,2057","21,0159","24,0097","19,8715","39,569","36,537","30,031","31,3329","0,9006","0,9176","0,9159","0,9221","0,8855","0,9176","0,9058","0,9221","0,8448","0,8567","0,8822","0,8771","0,723","0,7384","0,7309","0,7408","0,7201","0,7384","0,7297","0,7408","0,7025","0,7168","0,7203","0,7265","0,7435","0,7826","0,7836","0,7946","0,6987","0,7826","0,7536","0,7946","0,5867","0,6058","0,6878","0,6628",o
"0,76","-1,43","6358,845","5510,2284","6874,7967","6349,6773","7805,5804","5510,2284","7890,9649","6349,6773","9392,5","9132,9756","10969,3966","11231,9969","24,9366","21,6087","26,96","24,9007","30,6101","21,6087","30,945","24,9007","36,8333","35,8156","43,0172","44,047","0,9022","0,9153","0,8943","0,9024","0,88","0,9153","0,8786","0,9024","0,8556","0,8595","0,8313","0,8273","0,6925","0,703","0,6872","0,6956","0,6825","0,703","0,6801","0,6956","0,67","0,6763","0,6558","0,6601","0,7738","0,8021","0,756","0,7719","0,7199","0,8021","0,7183","0,7719","0,6621","0,6671","0,6074","0,59",o
"0,81","-1,34","6348,9796","6507,8125","7372,6262","6029,6875","7351,8061","6507,8125","8620,3355","6029,6875","8910,1312","11787,5106","11879,5673","9158,8404","24,898","25,5208","28,9123","23,6458","28,8306","25,5208","33,8052","23,6458","34,9417","46,2255","46,5865","35,917","0,9024","0,8999","0,8866","0,9073","0,8869","0,8999","0,8674","0,9073","0,863","0,8187","0,8173","0,8592","0,7008","0,702","0,6884","0,7063","0,6973","0,702","0,6808","0,7063","0,6883","0,6682","0,6589","0,6883","0,7679","0,76","0,7336","0,7777","0,7266","0,76","0,6855","0,7777","0,6641","0,5525","0,5615","0,6524",o
"0,18","-1,97","8493,8906","6688,2857","8014,2857","6977,2857","9289,2857","6688,2857","8369,7581","6977,2857","12192,1875","10980,1926","11015,1639","12178,8101","33,3094","26,2286","31,4286","27,3619","36,4286","26,2286","32,8226","27,3619","47,8125","43,0596","43,1967","47,76","0,8694","0,8971","0,8768","0,8927","0,8571","0,8971","0,8713","0,8927","0,8125","0,8311","0,8306","0,8127","0,6261","0,6439","0,6301","0,6412","0,6202","0,6439","0,6278","0,6412","0,5966","0,608","0,6054","0,5981","0,7358","0,7914","0,751","0,7824","0,7102","0,7914","0,7393","0,7824","0,6187","0,6554","0,6562","0,6178",o
"0,78","-1,39","6126,4226","4831,9625","6998,9362","4708,0661","6321,875","4831,9625","7296,6033","4708,0661","7794,6635","9145,4792","10391,25","8160,252","24,0252","18,9489","27,4468","18,463","24,7917","18,9489","28,6141","18,463","30,5673","35,8646","40,75","32,001","0,9058","0,9257","0,8924","0,9276","0,9028","0,9257","0,8878","0,9276","0,8801","0,8594","0,8402","0,8745","0,6956","0,7114","0,6895","0,7126","0,6959","0,7114","0,6907","0,7126","0,6846","0,6802","0,6687","0,6883","0,7813","0,8252","0,7489","0,8297","0,7729","0,8252","0,7349","0,8297","0,7185","0,6623","0,6182","0,6987",o
"1,01","-0,99","7005,1278","3600,2088","6494,6038","5048,3375","6312,911","3600,2088","6081,0417","5048,3375","8719,3548","5835,5769","7265,8192","9211,875","27,4711","14,1185","25,469","19,7974","24,7565","14,1185","23,8472","19,7974","34,1935","22,8846","28,4934","36,125","0,8923","0,9446","0,9001","0,9224","0,9029","0,9446","0,9065","0,9224","0,8659","0,9103","0,8883","0,8583","0,7126","0,7458","0,7182","0,7329","0,72","0,7458","0,7243","0,7329","0,701","0,7296","0,7161","0,7026","0,728","0,8586","0,7467","0,8016","0,7535","0,8586","0,7606","0,8016","0,6584","0,7675","0,712","0,6318",o
"0,93","-1,13","4860,9375","4287,5859","5562,1385","4409,5078","5140,4762","4287,5859","6124,8038","4409,5078","6251,6129","6740,5248","8065,601","7372,449","19,0625","16,8141","21,8123","17,2922","20,1587","16,8141","24,0188","17,2922","24,5161","26,4334","31,6298","28,9116","0,9252","0,9341","0,9145","0,9322","0,9209","0,9341","0,9058","0,9322","0,9039","0,8963","0,876","0,8866","0,7253","0,7364","0,7205","0,7353","0,7269","0,7364","0,7218","0,7353","0,7213","0,7263","0,7123","0,721","0,8153","0,8335","0,7876","0,8288","0,8018","0,8335","0,7607","0,8288","0,7553","0,7269","0,677","0,7013",o
"1,4","-0,04","5929,3983","3778,6925","6613,0867","4610,9045",5202,"3778,6925","6073,5156","4610,9045","6707,8421","6119,4504","7517,0745","7637,6347","23,2525","14,8184","25,9337","18,082","20,4","14,8184","23,8177","18,082","26,3053","23,9978","29,4787","29,9515","0,9088","0,9419","0,8983","0,9291","0,92","0,9419","0,9066","0,9291","0,8968","0,9059","0,8844","0,8825","0,7661","0,7911","0,7637","0,7838","0,7753","0,7911","0,772","0,7838","0,7657","0,7793","0,7632","0,767","0,7239","0,8181","0,6875","0,7782","0,7541","0,8181","0,7075","0,7782","0,6789","0,6938","0,6333","0,6187",o
"0,39","-1,84","5309,0587","4019,4025","5170,4515","3662,1223","5077,6316","4019,4025","5331,3808","3662,1223","6867,5526","6954,5455","6702,4371","6073,6364","20,8198","15,7624","20,2763","14,3613","19,9123","15,7624","20,9074","14,3613","26,9316","27,2727","26,2841","23,8182","0,9184","0,9382","0,9205","0,9437","0,9219","0,9382","0,918","0,9437","0,8944","0,893","0,8969","0,9066","0,6689","0,6845","0,6702","0,688","0,6739","0,6845","0,6714","0,688","0,6595","0,6629","0,6613","0,671","0,829","0,8695","0,8335","0,8811","0,8352","0,8695","0,827","0,8811","0,7756","0,77","0,7808","0,7992",o
"0,97","-1,06","5320,2273","4208,0894","5490,9125","3747,2034","5077,5694","4208,0894","5505,5034","3747,2034","6379,8113","7308,046","6865,1081","6103,8793","20,8636","16,5023","21,533","14,6949","19,912","16,5023","21,5902","14,6949","25,0189","28,659","26,922","23,9368","0,9182","0,9353","0,9156","0,9424","0,9219","0,9353","0,9153","0,9424","0,9019","0,8876","0,8944","0,9061","0,7273","0,7414","0,7237","0,7454","0,7348","0,7414","0,7267","0,7454","0,7284","0,7239","0,718","0,7335","0,7933","0,834","0,7884","0,8522","0,7988","0,834","0,7853","0,8522","0,7424","0,7013","0,7293","0,7509",o
"0,85","-1,27","7018,5714","5689,6875","5141,6306","5820,7863","8971,7033","5689,6875","5693,9124","5820,7863","12440,0376","9730,517","7321,9207","10386,5069","27,5238","22,3125","20,1633","22,8266","35,1832","22,3125","22,3291","22,8266","48,7845","38,1589","28,7134","40,7314","0,8921","0,9125","0,9209","0,9105","0,862","0,9125","0,9124","0,9105","0,8087","0,8504","0,8874","0,8403","0,6985","0,7148","0,7146","0,7138","0,687","0,7148","0,7134","0,7138","0,6658","0,6902","0,7022","0,6857","0,7404","0,7862","0,8101","0,7811","0,6627","0,7862","0,787","0,7811","0,5241","0,6225","0,7233","0,5962",o
"1,41","-0,03","5923,2543","4030,7895","5778,7532","4981,4474","6023,6485","4030,7895","5939,0515","4981,4474","7751,1965","5963,2491","7423,1222","9072,7981","23,2284","15,807","22,6618","19,5351","23,6222","15,807","23,2904","19,5351","30,3968","23,3853","29,1103","35,5796","0,9089","0,938","0,9111","0,9234","0,9074","0,938","0,9087","0,9234","0,8808","0,9083","0,8858","0,8605","0,7665","0,7861","0,7682","0,7783","0,7683","0,7861","0,77","0,7783","0,7565","0,7756","0,7607","0,7525","0,7237","0,8086","0,7298","0,7632","0,7155","0,8086","0,7182","0,7632","0,6306","0,709","0,6435","0,5552",o
"1,1","-0,79","5647,3325","4291,2673","4610,3791","4400,599","6209,9427","4291,2673","4768,5","4400,599","8276,9398","6645,0987","5813,6758","7215,4934","22,1464","16,8285","18,0799","17,2573","24,3527","16,8285","18,7","17,2573","32,4586","26,0592","22,7987","28,2961","0,9132","0,934","0,9291","0,9323","0,9045","0,934","0,9267","0,9323","0,8727","0,8978","0,9106","0,889","0,7431","0,7615","0,7482","0,7606","0,7484","0,7615","0,7523","0,7606","0,7399","0,7583","0,748","0,7538","0,7643","0,8159","0,8106","0,8112","0,7299","0,8159","0,7997","0,8112","0,6272","0,6933","0,751","0,6669",o
"1,03","-0,93","5222,6429","4195,1613","4585,8871","3775,6452","5476,6764","4195,1613","4640,1639","3775,6452","7289,5089","6569,9398","5567,5","6221,8635","20,481","16,4516","17,9839","14,8065","21,4772","16,4516","18,1967","14,8065","28,5863","25,7645","21,8333","24,3995","0,9197","0,9355","0,9295","0,9419","0,9158","0,9355","0,9286","0,9419","0,8879","0,899","0,9144","0,9043","0,7352","0,7506","0,7407","0,7543","0,7393","0,7506","0,7449","0,7543","0,7298","0,7417","0,7407","0,7446","0,7917","0,8285","0,8172","0,8457","0,7762","0,8285","0,8117","0,8457","0,6952","0,7186","0,7705","0,7335",o
"0,91","-1,18","5305,6911","4039,4318","4599,9167","4039,4318","5503,4502","4039,4318","4751,3559","4039,4318","7461,8852","6356,4052","5481,0345","6407,6665","20,8066","15,8409","18,0389","15,8409","21,5822","15,8409","18,6328","15,8409","29,2623","24,9271","21,4943","25,1281","0,9184","0,9379","0,9293","0,9379","0,9154","0,9379","0,9269","0,9379","0,8852","0,9022","0,9157","0,9015","0,722","0,7392","0,7262","0,7392","0,7272","0,7392","0,7295","0,7392","0,717","0,7314","0,727","0,731","0,798","0,8429","0,8262","0,8429","0,7851","0,8429","0,8174","0,8429","0,7015","0,7406","0,7862","0,7385",o
"0,82","-1,32","7002,2319","5550,9146","7026,511","4208,9353","6441,1557","5550,9146","6466,0714","4208,9353","8084,8694","9913,125","8515,1786","6024,375","27,4597","21,7683","27,5549","16,5056","25,2594","21,7683","25,3571","16,5056","31,7054","38,875","33,3929","23,625","0,8923","0,9146","0,8919","0,9353","0,9009","0,9146","0,9006","0,9353","0,8757","0,8476","0,869","0,9074","0,6948","0,7102","0,6924","0,7222","0,7019","0,7102","0,7006","0,7222","0,6891","0,6797","0,6863","0,7112","0,7443","0,7955","0,7453","0,8451","0,7631","0,7955","0,763","0,8451","0,7013","0,6271","0,6846","0,7741",o
"0,57","-1,68","6398,6865","5214,2689","5381,1198","5271,7792","7618,3136","5214,2689","6460,4497","5271,7792",10710,"9249,5879","8312,6344","9011,4011","25,0929","20,4481","21,1024","20,6736","29,8757","20,4481","25,3351","20,6736",42,"36,2729","32,5986","35,3388","0,9016","0,9198","0,9172","0,9189","0,8828","0,9198","0,9006","0,9189","0,8353","0,8578","0,8722","0,8614","0,6722","0,6864","0,6821","0,6858","0,6633","0,6864","0,675","0,6858","0,6389","0,656","0,6613","0,6577","0,7858","0,8238","0,8196","0,8219","0,7434","0,8238","0,7816","0,8219","0,6374","0,6822","0,7167","0,6907",o
"0,19","-1,96","8621,1353","7366,6667","5908,2589","6162,5","10475,0418","7366,6667","6932,3028","6162,5","15568,3043","13102,0522","8550,3653","10489,1073","33,8084","28,8889","23,1696","24,1667","41,0786","28,8889","27,1855","24,1667","61,0522","51,3806","33,5308","41,1338","0,8674","0,8867","0,9091","0,9052","0,8389","0,8867","0,8934","0,9052","0,7606","0,7985","0,8685","0,8387","0,6265","0,6393","0,6505","0,6506","0,6129","0,6393","0,6418","0,6506","0,5759","0,5948","0,6278","0,616","0,7308","0,7692","0,8161","0,8069","0,6707","0,7692","0,7837","0,8069","0,5076","0,5848","0,7325","0,6676",o
"0,7","-1,52","6021,5031","4760,1682","5528,6607","4135,2812","6476,7402","4760,1682","5731,0169","4135,2812","8652,5202","8194,6711","7658,7906","7110,9211","23,6137","18,6673","21,681","16,2168","25,399","18,6673","22,4746","16,2168","33,9315","32,136","30,0345","27,886","0,9074","0,9268","0,915","0,9364","0,9004","0,9268","0,9119","0,9364","0,8669","0,874","0,8822","0,8906","0,6894","0,704","0,6928","0,7098","0,6885","0,704","0,6934","0,7098","0,6728","0,6799","0,6783","0,6886","0,7898","0,8323","0,8078","0,8544","0,7717","0,8323","0,7992","0,8544","0,692","0,7053","0,7299","0,7447",o
"0,85","-1,28","6013,2837","4376,4833","5479,8637","3069,7608","5626,3649","4376,4833","4955,668","3069,7608","7742,0787","8042,1131","6333,6039","4859,6726","23,5815","17,1627","21,4897","12,0383","22,0642","17,1627","19,434","12,0383","30,3611","31,5377","24,8377","19,0575","0,9075","0,9327","0,9157","0,9528","0,9135","0,9327","0,9238","0,9528","0,8809","0,8763","0,9026","0,9253","0,7044","0,723","0,7104","0,7351","0,71","0,723","0,7183","0,7351","0,6931","0,6965","0,7087","0,7238","0,7798","0,8376","0,7985","0,8862","0,7924","0,8376","0,8158","0,8862","0,7129","0,6957","0,7623","0,8164",o
"0,63","-1,6","7469,5755","5884,6154","5823,6676","5811,0577","8736,9211","5884,6154","6411,4286","5811,0577","11732,105","9929,5455","8211,7286","9620,4545","29,2925","23,0769","22,8379","22,7885","34,2624","23,0769","25,1429","22,7885","46,0083","38,9394","32,2029","37,7273","0,8851","0,9095","0,9104","0,9106","0,8656","0,9095","0,9014","0,9106","0,8196","0,8473","0,8737","0,8521","0,6727","0,6911","0,6846","0,6918","0,667","0,6911","0,6829","0,6918","0,6476","0,6662","0,6701","0,6687","0,7424","0,7944","0,8009","0,7969","0,6938","0,7944","0,7783","0,7969","0,5831","0,6422","0,7134","0,6533",o
"0,91","-1,18","5548,6111","5508,9623","5520,9906","5075,9434","6574,75","5508,9623","6709,3103","5075,9434","8576,6156","9353,5962","9317,3077","8103,1154","21,7593","21,6038","21,6509","19,9057","25,7833","21,6038","26,311","19,9057","33,6338","36,6808","36,5385","31,7769","0,9147","0,9153","0,9151","0,9219","0,8989","0,9153","0,8968","0,9219","0,8681","0,8562","0,8567","0,8754","0,7184","0,7234","0,7167","0,7272","0,7137","0,7234","0,7109","0,7272","0,7009","0,7009","0,6938","0,7109","0,7898","0,7877","0,7922","0,8044","0,7471","0,7877","0,7433","0,8044","0,6654","0,6269","0,6381","0,6768",o
"0,64","-1,59","8178,1442","6731,1035","5600,4764","6375,498","10080,7988","6731,1035","6142,5087","6375,498","14110,6883","12041,6667","7111,31","10189,1026","32,0712","26,3965","21,9627","25,002","39,5325","26,3965","24,0883","25,002","55,336","47,2222","27,8875","39,9573","0,8742","0,8965","0,9139","0,902","0,845","0,8965","0,9055","0,902","0,783","0,8148","0,8906","0,8433","0,6649","0,6804","0,6869","0,6836","0,6531","0,6804","0,6843","0,6836","0,6269","0,6435","0,6775","0,6579","0,7192","0,767","0,8084","0,7793","0,6496","0,767","0,7883","0,7793","0,5035","0,5743","0,7534","0,6398",o
"0,62","-1,62","5407,2696","4274,2726","6002,3077","4957,4555","5807,9903","4274,2726","6774,5344","4957,4555","7448,1889","6989,599","9307,1497","8981,4536","21,205","16,7619","23,5385","19,441","22,7764","16,7619","26,5668","19,441","29,2086","27,4102","36,4986","35,2214","0,9168","0,9343","0,9077","0,9238","0,9107","0,9343","0,8958","0,9238","0,8855","0,8925","0,8569","0,8619","0,6865","0,7002","0,681","0,6938","0,6852","0,7002","0,6769","0,6938","0,6724","0,6809","0,6577","0,664","0,8162","0,8534","0,796","0,8299","0,8012","0,8534","0,7677","0,8299","0,7434","0,756","0,6782","0,6861",o
"0,21","-1,95","6826,2175","5502,1154","5914,5547","5073,3791","7559,3802","5502,1154","6577,3643","5073,3791","10618,5606","9809,169","8365,7895","8663,8423","26,7695","21,5769","23,1943","19,8956","29,6446","21,5769","25,7936","19,8956","41,6414","38,4673","32,807","33,9759","0,895","0,9154","0,909","0,922","0,8837","0,9154","0,8989","0,922","0,8367","0,8492","0,8713","0,8668","0,6426","0,6561","0,6511","0,6603","0,6364","0,6561","0,6455","0,6603","0,6098","0,6181","0,6296","0,6282","0,7871","0,828","0,8156","0,8414","0,7639","0,828","0,7946","0,8414","0,6678","0,6921","0,7383","0,728",o
"1,4","-0,03","4386,8644","3934,9138","4139,5225","3671,1207","4606,8559","3934,9138","4190,2075","3671,1207","5623,0543","5932,1053","5225,2232","5521,4211","17,2034","15,431","16,2334","14,3966","18,0661","15,431","16,4322","14,3966","22,0512","23,2632","20,4911","21,6526","0,9325","0,9395","0,9363","0,9435","0,9292","0,9395","0,9356","0,9435","0,9135","0,9088","0,9196","0,9151","0,7854","0,7978","0,7862","0,8","0,7909","0,7978","0,7914","0,8","0,7876","0,7952","0,7875","0,7985","0,7894","0,8027","0,8025","0,8159","0,7705","0,8027","0,7943","0,8159","0,7125","0,6796","0,7374","0,7018",o
"0,51","-1,74","6218,4211","3278,5714","5805,8036","4394,1964","5749,5789","3278,5714","5342,9633","4394,1964","7799,275","5698,5545","6622,9167","8204,9727","24,386","12,8571","22,7679","17,2321","22,5474","12,8571","20,9528","17,2321","30,5854","22,3473","25,9722","32,1764","0,9044","0,9496","0,9107","0,9324","0,9116","0,9496","0,9178","0,9324","0,8801","0,9124","0,8981","0,8738","0,6684","0,6997","0,6731","0,6889","0,6749","0,6997","0,6805","0,6889","0,6582","0,6819","0,6715","0,6597","0,7951","0,891","0,8082","0,8539","0,8094","0,891","0,822","0,8539","0,7399","0,8074","0,7774","0,7224",o
"1,32","-0,25","4287,623","3343,3122","4934,0817","3682,4888","4238,6667","3343,3122","4756,1422","3682,4888","5094,2373","4763,4593","6267,7707","6124,4477","16,8142","13,111","19,3493","14,4411","16,6222","13,111","18,6515","14,4411","19,9774","18,6802","24,5795","24,0174","0,9341","0,9486","0,9241","0,9434","0,9348","0,9486","0,9269","0,9434","0,9217","0,9267","0,9036","0,9058","0,7745","0,7922","0,7721","0,7893","0,7807","0,7922","0,7809","0,7893","0,7782","0,7937","0,7743","0,7827","0,8052","0,8411","0,7727","0,825","0,8023","0,8411","0,7731","0,825","0,7569","0,7575","0,6924","0,6883",o
"0,86","-1,27","4760,6022","3489,4737","5078,0172","3578,9474","4711,6329","3489,4737","4932,931","3578,9474","5638,5315","5736,1339","6543,684","6061,2589","18,669","13,6842","19,9138","14,0351","18,477","13,6842","19,3448","14,0351","22,1119","22,4946","25,6615","23,7696","0,9268","0,9463","0,9219","0,945","0,9275","0,9463","0,9241","0,945","0,9133","0,9118","0,8994","0,9068","0,719","0,7371","0,7172","0,7363","0,7242","0,7371","0,7245","0,7363","0,7203","0,7284","0,7159","0,7256","0,8237","0,8678","0,8112","0,8644","0,8225","0,8678","0,8127","0,8644","0,7843","0,7733","0,7465","0,7604",o
"0,45","-1,8","4955,3534","5536,9634","5825,4843","5033,6031","6456,8684","5536,9634","7347,4576","5033,6031","8081,6786","9863,0757","10505,3011","8437,0888","19,4328","21,7136","22,845","19,7396","25,3211","21,7136","28,8136","19,7396","31,6929","38,6787","41,1973","33,0866","0,9238","0,9149","0,9104","0,9226","0,9007","0,9149","0,887","0,9226","0,8757","0,8483","0,8384","0,8703","0,6758","0,6739","0,6686","0,6787","0,6637","0,6739","0,658","0,6787","0,6498","0,6416","0,634","0,6538","0,8389","0,818","0,8099","0,8346","0,7888","0,818","0,7579","0,8346","0,735","0,67","0,6507","0,7177",o
"0,77","-1,41","6951,1662","5779,0487","6103,9597","4751,6623","7999,1071","5779,0487","6417,2213","4751,6623","11112,0061","9971,3883","8539,95","8772,1568","27,2595","22,6629","23,9371","18,634","31,369","22,6629","25,1656","18,634","43,5765","39,1035","33,49","34,4006","0,8931","0,9111","0,9061","0,9269","0,877","0,9111","0,9013","0,9269","0,8291","0,8467","0,8687","0,8651","0,6887","0,7014","0,6944","0,7107","0,6832","0,7014","0,6939","0,7107","0,6611","0,6722","0,6776","0,6816","0,7515","0,7919","0,7831","0,8289","0,7108","0,7919","0,7702","0,8289","0,5943","0,6335","0,6923","0,6778",o
"0,96","-1,09","7524,5902","4685,625","6285,75","5769,375","7203,465","4685,625","6486,7554","5769,375","10226,7802","7447,6502","7847,8448","9317,9122","29,5082","18,375","24,65","22,625","28,2489","18,375","25,4383","22,625","40,105","29,2065","30,7759","36,5408","0,8843","0,9279","0,9033","0,9113","0,8892","0,9279","0,9002","0,9113","0,8427","0,8855","0,8793","0,8567","0,7089","0,7395","0,7169","0,73","0,7184","0,7395","0,7207","0,73","0,7001","0,7291","0,7146","0,7143","0,7071","0,8134","0,7576","0,7703","0,7125","0,8134","0,7447","0,7703","0,5832","0,688","0,6851","0,6096",o
"0,95","-1,09","6706,4593","4539,0828","5293,5268","4539,0828","7022,9852","4539,0828","4972,5","4539,0828","8795,1188","7832,5568","6162,5","7906,4489","26,2998","17,8003","20,7589","17,8003","27,5411","17,8003","19,5","17,8003","34,4907","30,7159","24,1667","31,0057","0,8969","0,9302","0,9186","0,9302","0,892","0,9302","0,9235","0,9302","0,8647","0,8795","0,9052","0,8784","0,7178","0,7428","0,7253","0,7428","0,7254","0,7428","0,7337","0,7428","0,7165","0,7322","0,7285","0,7316","0,7371","0,8179","0,7961","0,8179","0,7139","0,8179","0,8044","0,8179","0,6342","0,6635","0,7529","0,6603",o
"1,02","-0,95","5472,1367","4047,0865","4403,978","4535,9962","5851,7031","4047,0865","4698,6503","4535,9962","7875,8728","6910,3223","5883,8689","7250,1742","21,4594","15,8709","17,2705","17,7882","22,9479","15,8709","18,4261","17,7882","30,8858","27,0993","23,074","28,4321","0,9158","0,9378","0,9323","0,9302","0,91","0,9378","0,9277","0,9302","0,8789","0,8937","0,9095","0,8885","0,7325","0,7511","0,741","0,7467","0,7374","0,7511","0,7439","0,7467","0,7282","0,7413","0,7388","0,7385","0,7822","0,8351","0,8254","0,8152","0,7596","0,8351","0,8096","0,8152","0,6666","0,7011","0,7567","0,6864",o
"0,09","-1,99","8623,2615","7181,3324","6947,1154","6216,6758","9959,434","7181,3324","7827,0833","6216,6758","13347,0412","13237,5","10656,875",10200,"33,8167","28,1621","27,2436","24,3791","39,0566","28,1621","30,6944","24,3791","52,3413","51,9118","41,7917",40,"0,8674","0,8896","0,8932","0,9044","0,8468","0,8896","0,8796","0,9044","0,7947","0,7964","0,8361","0,8431","0,6223","0,6366","0,6375","0,6457","0,611","0,6366","0,63","0,6457","0,5834","0,5862","0,6055","0,611","0,7335","0,7776","0,7855","0,8075","0,6918","0,7776","0,7579","0,8075","0,5866","0,5881","0,6698","0,6827",o
"0,76","-1,42","4977,2222","5066,8831","6119,185","4198,9448","5220,6452","5066,8831","6875,8267","4198,9448","6774,918","8756,1797","9095,7589","6902,5038","19,5185","19,8701","23,9968","16,4665","20,4731","19,8701","26,964","16,4665","26,5683","34,338","35,6696","27,0686","0,9235","0,9221","0,9059","0,9354","0,9197","0,9221","0,8943","0,9354","0,8958","0,8653","0,8601","0,8939","0,7062","0,7108","0,6968","0,7189","0,7079","0,7108","0,6961","0,7189","0,6975","0,6897","0,6819","0,7055","0,8223","0,8158","0,7808","0,8473","0,8111","0,8158","0,7487","0,8473","0,752","0,6698","0,6627","0,7395",o
"1,39","-0,06","4945,083","4201,7045","4731,6667","4027,8409","5060,085","4201,7045","4826,3","4027,8409","6669,2308","6381,5233","5868,4694","6200,0581","19,3925","16,4773","18,5556","15,7955","19,8435","16,4773","18,9267","15,7955","26,1538","25,0256","23,0136","24,314","0,924","0,9354","0,9272","0,9381","0,9222","0,9354","0,9258","0,9381","0,8974","0,9019","0,9098","0,9047","0,78","0,7951","0,7805","0,7966","0,788","0,7951","0,7854","0,7966","0,7828","0,7929","0,7816","0,7943","0,7633","0,7897","0,775","0,7984","0,7468","0,7897","0,7639","0,7984","0,6525","0,653","0,706","0,6629",o
"0,6","-1,65","6961,5256","5374,5153","6025,65","4357,1173","7528,5092","5374,5153","6370,2458","4357,1173","10523,7531","9551,6949","8184,181","7829,6345","27,3001","21,0765","23,63","17,0867","29,5236","21,0765","24,9814","17,0867","41,2696","37,4576","32,0948","30,7044","0,8929","0,9173","0,9073","0,933","0,8842","0,9173","0,902","0,933","0,8382","0,8531","0,8741","0,8796","0,6705","0,6865","0,677","0,6962","0,6685","0,6865","0,6751","0,6962","0,6462","0,6545","0,6599","0,6689","0,7646","0,8175","0,7975","0,852","0,7431","0,8175","0,7851","0,852","0,6378","0,6709","0,7231","0,7304",o
"1,22","-0,52","5248,75","3663,075","5926,8689","4486,725","4991,9492","3663,075","5917,2968","4486,725","6287,069","5600,5621","7795,0051","7917,2605","20,5833","14,365","23,2426","17,595","19,5763","14,365","23,2051","17,595","24,6552","21,963","30,5686","31,0481","0,9193","0,9437","0,9089","0,931","0,9232","0,9437","0,909","0,931","0,9033","0,9139","0,8801","0,8782","0,7536","0,7744","0,7502","0,7672","0,7598","0,7744","0,7563","0,7672","0,7521","0,7682","0,746","0,7497","0,7745","0,8377","0,7428","0,8012","0,7818","0,8377","0,7364","0,8012","0,7214","0,7399","0,6453","0,6321",o
"1,15","-0,68","4283,7064","3553,7411","4235,3448","3426,8217","4556,8367","3553,7411","4415,2778","3426,8217","5726,6949","6405,9717","5655,2827","5045,7996","16,7988","13,9362","16,6092","13,4385","17,8699","13,9362","17,3148","13,4385","22,4576","25,1215","22,1776","19,7874","0,9341","0,9453","0,9349","0,9473","0,9299","0,9453","0,9321","0,9473","0,9119","0,9015","0,913","0,9224","0,7571","0,7708","0,7575","0,7719","0,7613","0,7708","0,7626","0,7719","0,7555","0,7608","0,7579","0,772","0,8197","0,8457","0,8217","0,8512","0,8027","0,8457","0,8088","0,8512","0,7476","0,7036","0,7488","0,7666",o
